1	Q0	table-1641-629	1	1.64	ltr-first
1	Q0	table-1641-628	2	1.49	ltr-first
1	Q0	table-1638-506	3	0.048	ltr-first
1	Q0	table-0634-696	4	0.041	ltr-first
1	Q0	table-0634-697	5	0.041	ltr-first
1	Q0	table-0323-71	6	0.036	ltr-first
1	Q0	table-0451-21	7	0.035	ltr-first
1	Q0	table-0323-69	8	0.035	ltr-first
1	Q0	table-1618-359	9	0.034	ltr-first
1	Q0	table-0323-66	10	0.031	ltr-first
2	Q0	table-0522-133	1	1.52	ltr-first
2	Q0	table-0522-137	2	1.344	ltr-first
2	Q0	table-0522-132	3	1.238	ltr-first
2	Q0	table-0522-134	4	1.228	ltr-first
2	Q0	table-0522-136	5	1.16	ltr-first
2	Q0	table-0514-276	6	1.008	ltr-first
2	Q0	table-0493-718	7	0.914	ltr-first
2	Q0	table-0511-354	8	0.888	ltr-first
2	Q0	table-0511-368	9	0.867	ltr-first
2	Q0	table-0493-265	10	0.841	ltr-first
3	Q0	table-1581-154	1	1.491	ltr-first
3	Q0	table-1600-495	2	0.396	ltr-first
3	Q0	table-0277-930	3	0.392	ltr-first
3	Q0	table-0276-989	4	0.362	ltr-first
3	Q0	table-1433-368	5	0.355	ltr-first
3	Q0	table-1541-693	6	0.309	ltr-first
3	Q0	table-1623-96	7	0.308	ltr-first
3	Q0	table-1444-91	8	0.29	ltr-first
3	Q0	table-0514-435	9	0.288	ltr-first
3	Q0	table-0143-603	10	0.287	ltr-first
4	Q0	table-0665-940	1	1.775	ltr-first
4	Q0	table-0665-938	2	1.629	ltr-first
4	Q0	table-0665-937	3	1.45	ltr-first
4	Q0	table-0665-941	4	1.433	ltr-first
4	Q0	table-0791-400	5	0.581	ltr-first
4	Q0	table-0833-155	6	0.533	ltr-first
4	Q0	table-0791-401	7	0.477	ltr-first
4	Q0	table-0833-156	8	0.404	ltr-first
4	Q0	table-0663-708	9	0.332	ltr-first
4	Q0	table-1584-860	10	0.142	ltr-first
5	Q0	table-0959-806	1	1.751	ltr-first
5	Q0	table-0959-797	2	1.731	ltr-first
5	Q0	table-0959-807	3	1.704	ltr-first
5	Q0	table-0959-803	4	1.689	ltr-first
5	Q0	table-0959-802	5	1.683	ltr-first
5	Q0	table-0959-804	6	1.678	ltr-first
5	Q0	table-0959-798	7	1.673	ltr-first
5	Q0	table-0959-805	8	1.664	ltr-first
5	Q0	table-0959-800	9	1.639	ltr-first
5	Q0	table-0959-801	10	1.582	ltr-first
6	Q0	table-1523-559	1	0.428	ltr-first
6	Q0	table-1570-22	2	0.418	ltr-first
6	Q0	table-0398-814	3	0.404	ltr-first
6	Q0	table-1493-191	4	0.397	ltr-first
6	Q0	table-1603-847	5	0.395	ltr-first
6	Q0	table-0081-416	6	0.392	ltr-first
6	Q0	table-1570-21	7	0.392	ltr-first
6	Q0	table-1336-238	8	0.381	ltr-first
6	Q0	table-1344-189	9	0.375	ltr-first
6	Q0	table-1500-716	10	0.373	ltr-first
7	Q0	table-1081-571	1	1.209	ltr-first
7	Q0	table-1081-572	2	1.164	ltr-first
7	Q0	table-1081-553	3	1.144	ltr-first
7	Q0	table-1081-562	4	1.055	ltr-first
7	Q0	table-1081-558	5	1.019	ltr-first
7	Q0	table-1134-574	6	0.598	ltr-first
7	Q0	table-0334-249	7	0.4	ltr-first
7	Q0	table-0334-250	8	0.398	ltr-first
7	Q0	table-0334-285	9	0.367	ltr-first
7	Q0	table-1458-266	10	0.293	ltr-first
8	Q0	table-1376-363	1	0.413	ltr-first
8	Q0	table-1376-382	2	0.359	ltr-first
8	Q0	table-1376-303	3	0.344	ltr-first
8	Q0	table-1376-342	4	0.342	ltr-first
8	Q0	table-1376-370	5	0.316	ltr-first
8	Q0	table-1633-434	6	0.307	ltr-first
8	Q0	table-1245-716	7	0.288	ltr-first
8	Q0	table-0492-182	8	0.265	ltr-first
8	Q0	table-1376-374	9	0.263	ltr-first
8	Q0	table-1376-393	10	0.251	ltr-first
9	Q0	table-1238-304	1	0.898	ltr-first
9	Q0	table-1238-996	2	0.897	ltr-first
9	Q0	table-1238-288	3	0.83	ltr-first
9	Q0	table-1224-64	4	0.812	ltr-first
9	Q0	table-1237-971	5	0.78	ltr-first
9	Q0	table-1238-276	6	0.773	ltr-first
9	Q0	table-1238-299	7	0.761	ltr-first
9	Q0	table-1238-228	8	0.759	ltr-first
9	Q0	table-1238-882	9	0.733	ltr-first
9	Q0	table-1237-824	10	0.726	ltr-first
10	Q0	table-0942-843	1	0.301	ltr-first
10	Q0	table-0081-416	2	0.275	ltr-first
10	Q0	table-1570-21	3	0.271	ltr-first
10	Q0	table-1468-214	4	0.271	ltr-first
10	Q0	table-1519-999	5	0.263	ltr-first
10	Q0	table-0622-78	6	0.26	ltr-first
10	Q0	table-0398-814	7	0.258	ltr-first
10	Q0	table-1572-597	8	0.257	ltr-first
10	Q0	table-0125-121	9	0.25	ltr-first
10	Q0	table-0075-73	10	0.248	ltr-first
11	Q0	table-1438-230	1	0.824	ltr-first
11	Q0	table-1438-229	2	0.559	ltr-first
11	Q0	table-1389-72	3	0.519	ltr-first
11	Q0	table-1232-143	4	0.493	ltr-first
11	Q0	table-1525-585	5	0.492	ltr-first
11	Q0	table-1228-376	6	0.467	ltr-first
11	Q0	table-1584-409	7	0.441	ltr-first
11	Q0	table-1233-912	8	0.426	ltr-first
11	Q0	table-0141-268	9	0.401	ltr-first
11	Q0	table-0327-263	10	0.385	ltr-first
12	Q0	table-0492-954	1	1.101	ltr-first
12	Q0	table-0489-581	2	1.041	ltr-first
12	Q0	table-0439-288	3	1.028	ltr-first
12	Q0	table-0484-623	4	1.023	ltr-first
12	Q0	table-0494-692	5	0.978	ltr-first
12	Q0	table-0439-392	6	0.965	ltr-first
12	Q0	table-0491-15	7	0.959	ltr-first
12	Q0	table-0439-366	8	0.959	ltr-first
12	Q0	table-0508-594	9	0.957	ltr-first
12	Q0	table-0445-423	10	0.95	ltr-first
13	Q0	table-1621-849	1	1.219	ltr-first
13	Q0	table-1621-850	2	1.149	ltr-first
13	Q0	table-0577-624	3	0.46	ltr-first
13	Q0	table-0612-917	4	0.342	ltr-first
13	Q0	table-0612-918	5	0.32	ltr-first
13	Q0	table-0367-779	6	0.234	ltr-first
13	Q0	table-0607-169	7	0.142	ltr-first
13	Q0	table-0380-80	8	0.125	ltr-first
13	Q0	table-0230-91	9	0.121	ltr-first
13	Q0	table-0830-461	10	0.12	ltr-first
14	Q0	table-0751-723	1	0.588	ltr-first
